Rule ID, Reason Code, Rule message, Reason message, Violation Level, Toolkit Level, WCAG Requirements, ACT mapping
"meta_viewport_zoomable","potential_zoomable","The 'meta[name=viewport]' should not prevent the browser zooming the content","Confirm the 'meta[name=viewport]' with ""{0}"" can be zoomed by user","Rec Potential","3","1.4.4","b4f0c3:fail"
"style_viewport_resizable","Pass_0","Text must scale up to 200% without loss of content or functionality","Rule Passed","Pass","3","1.4.4,1.4.10",""
"style_viewport_resizable","Potential_1","Text must scale up to 200% without loss of content or functionality","Verify that text sized using viewport units can be resized up to 200%","Violation Potential","3","1.4.4,1.4.10",""
"style_highcontrast_visible","Pass_0","Windows high contrast mode must be supported when using CSS to include, position or alter non-decorative content","Rule Passed","Pass | Pass","1 | 1","1.1.1,1.3.2,1.4.11 | 1.1.1,1.3.2,1.4.11",""
"style_highcontrast_visible","Manual_1","Windows high contrast mode must be supported when using CSS to include, position or alter non-decorative content","Confirm Windows high contrast mode is supported when using CSS to include, position or alter non-decorative content","Violation Manual | Rec Manual","1 | 1","1.1.1,1.3.2,1.4.11 | 1.1.1,1.3.2,1.4.11",""
"text_spacing_valid","pass","CSS !important should not be used in inline style to control letter or word spacing or line height","CSS !important is not used in inline style to control letter or word spacing or line height","Pass","3","1.4.12","9e45ec:pass | 24afc2:pass | 78fd32:pass"
"text_spacing_valid","fail_letter_spacing_style","CSS !important should not be used in inline style to control letter or word spacing or line height","CSS !important should not be used in inline ‘letter-spacing’ style","Violation","3","1.4.12","9e45ec:fail | 24afc2:fail | 78fd32:fail"
"text_spacing_valid","fail_word_spacing_style","CSS !important should not be used in inline style to control letter or word spacing or line height","CSS !important should not be used in inline ‘word-spacing’ style","Violation","3","1.4.12","9e45ec:fail | 24afc2:fail | 78fd32:fail"
"text_spacing_valid","fail_line_height_style","CSS !important should not be used in inline style to control letter or word spacing or line height","CSS !important should not be used in inline ‘line-height’ style","Violation","3","1.4.12","9e45ec:fail | 24afc2:fail | 78fd32:fail"
"style_hover_persistent","Pass_0","The pointer should be able to move over content displayed on hover","the hover: pseudo-class is not used to display content","Pass","2","1.4.13",""
"style_hover_persistent","Pass_2","The pointer should be able to move over content displayed on hover","content displayed via the :hover pseudo-class is the adjacent sibling of the trigger element","Pass","2","1.4.13",""
"style_hover_persistent","Potential_1","The pointer should be able to move over content displayed on hover","Confirm the pointer can be positioned over the displayed element, not just the trigger","Violation Potential","2","1.4.13",""
"style_hover_persistent","Potential_2","The pointer should be able to move over content displayed on hover","Confirm the pointer can be positioned over all the information displayed on hover","Violation Potential","2","1.4.13",""
"style_hover_persistent","Potential_3","The pointer should be able to move over content displayed on hover","Confirm the margin style attribute has not prevented the pointer from hovering over the displayed element, not just the trigger","Violation Potential","2","1.4.13",""
"aria_activedescendant_tabindex_valid","pass","Element using 'aria-activedescendant' property should be tabbable","Rule Passed","Pass","1","2.1.1",""
"aria_activedescendant_tabindex_valid","Fail_1","Element using 'aria-activedescendant' property should be tabbable","The <{0}> element using 'aria-activedescendant' set to ""{1}"" is not tabbable","Violation","1","2.1.1",""
"aria_child_tabbable","pass","UI component must have at least one tabbable descendant for keyboard access","Rule Passed","Pass","1","2.1.1",""
"aria_child_tabbable","fail_missing_child","UI component must have at least one tabbable descendant for keyboard access","None of the descendent elements with ""{1}"" role is tabbable","Violation","1","2.1.1",""
"iframe_interactive_tabbable","pass","Iframe with interactive content should not be excluded from tab order using tabindex","The iframe with interactive content is not excluded from the tab order using tabindex","Pass","1","2.1.1","akn7bn:pass"
"iframe_interactive_tabbable","fail_invalid","Iframe with interactive content should not be excluded from tab order using tabindex","The <iframe> with interactive content is excluded from tab order using tabindex","Violation","1","2.1.1","akn7bn:fail"
"application_content_accessible","Pass_0","Non-decorative static text and image content within an element with ""application"" role must be accessible","Rule Passed","Pass","1","1.1.1,2.1.1",""
"application_content_accessible","Potential_1","Non-decorative static text and image content within an element with ""application"" role must be accessible","Verify that the non-decorative static text and image content within an element with ""application"" role are accessible","Violation Potential","1","1.1.1,2.1.1",""
"aria_keyboard_handler_exists","pass","Interactive WAI_ARIA UI components must provide keyboard access","Rule Passed","Pass","1","2.1.1",""
"aria_keyboard_handler_exists","potential_no_keyboard_access","Interactive WAI_ARIA UI components must provide keyboard access","Verify the <{0}> element with ""{1}"" role has keyboard access","Violation Potential","1","2.1.1",""
"script_focus_blur_review","Pass_0","Scripting must not remove focus from content that normally receives focus","Rule Passed","Pass","1","2.1.1,2.4.7,3.2.1",""
"script_focus_blur_review","Potential_1","Scripting must not remove focus from content that normally receives focus","Verify script does not remove focus from content that normally receives focus","Violation Potential","1","2.1.1,2.4.7,3.2.1",""
"script_onclick_misuse","Pass_0","Scripts should not be used to emulate links","Rule Passed","Pass","1","2.1.1",""
"script_onclick_misuse","Potential_1","Scripts should not be used to emulate links","Possible use of a script to emulate a link","Violation Potential","1","2.1.1",""
"widget_tabbable_exists","pass","Component must have at least one tabbable element","Rule Passed","Pass","1","2.1.1",""
"widget_tabbable_exists","fail_no_tabbable","Component must have at least one tabbable element","Component with ""{0}"" role does not have a tabbable element","Violation Potential","1","2.1.1",""
"widget_tabbable_single","pass","Components with a widget role must have no more than one tabbable element","Components with a widget role should have no more than one tabbable element","Pass","1","2.1.1,2.4.3",""
"widget_tabbable_single","potential_multiple_tabbable","Components with a widget role must have no more than one tabbable element","Component with ""{0}"" role has more than one tabbable element","Violation Potential","1","2.1.1,2.4.3",""
"media_keyboard_controllable","Pass_0","Media using <audio> and/or <video> elements must have keyboard accessible controls","Rule Passed","Pass","2","2.1.1",""
"media_keyboard_controllable","Manual_1","Media using <audio> and/or <video> elements must have keyboard accessible controls","Verify media using <audio> and/or <video> elements have keyboard accessible controls","Violation Manual","2","2.1.1",""
"script_onclick_avoid","Pass_0","Scripts should not be used to emulate links","Rule Passed","Pass","4","2.1.1",""
"script_onclick_avoid","Potential_1","Scripts should not be used to emulate links","Verify that 'onclick' events are not used in script to emulate a link","Rec Potential","4","2.1.1",""
"canvas_content_described","Pass_0","The <canvas> element may not be accessible","Rule Passed","Pass","3","1.1.1,2.1.1,4.1.2",""
"canvas_content_described","Manual_1","The <canvas> element may not be accessible","Verify accessibility of the <canvas> element","Rec Manual","3","1.1.1,2.1.1,4.1.2",""
"element_mouseevent_keyboard","Pass_0","All interactive content with mouse event handlers must have equivalent keyboard access","Rule Passed","Pass","1","2.1.1",""
"element_mouseevent_keyboard","Manual_1","All interactive content with mouse event handlers must have equivalent keyboard access","Confirm the <{0}> element with mouse event handler(s) '{1}' has a corresponding keyboard handler(s)","Rec Manual","1","2.1.1",""
"download_keyboard_controllable","Manual_1","File download mechanisms should be keyboard-operable and preserve page focus location","Verify that the file download mechanism does not cause a keyboard trap","Rec Manual","1","2.1.2",""
"meta_refresh_delay","pass","Pages should not refresh automatically","Pages do not refresh automatically","Pass","3","2.2.1","bc659a:pass"
"meta_refresh_delay","potential_refresh","Pages should not refresh automatically","Verify page is not being caused to refresh automatically","Violation Potential","3","2.2.1","bc659a:cantTell"
"blink_elem_deprecated","Fail_1","Content that blinks persistently must not be used","Content found that blinks persistently","Violation","2","2.2.2",""
"marquee_elem_avoid","Fail_1","The <marquee> element is obsolete and should not be used","Scrolling content found that uses the obsolete <marquee> element","Violation","3","2.2.2",""
"blink_css_review","Pass_0","Do not use the ""blink"" value of the 'text-decoration' property for longer than five seconds","Rule Passed","Pass","2","2.2.2",""
"blink_css_review","Potential_1","Do not use the ""blink"" value of the 'text-decoration' property for longer than five seconds","Check the ""blink"" value of the CSS 'text-decoration' property is not used for more than than five seconds","Violation Potential","2","2.2.2",""
"aria_application_label_unique","pass","Each element with ""application"" role must have a unique label that describes its purpose","The element with ""application"" role has a unique label that describes its purpose","Pass","3","2.4.1",""
"aria_application_label_unique","fail_label_not_unique","Each element with ""application"" role must have a unique label that describes its purpose","Multiple elements with ""application"" role do not have unique labels","Violation","3","2.4.1",""
"aria_application_labelled","pass","Each element with ""application"" role must have a label that describes its purpose","The element with ""application"" role has a label that describes its purpose","Pass","3","2.4.1",""
"aria_application_labelled","fail_no_label","Each element with ""application"" role must have a label that describes its purpose","Element with ""application"" role does not have a label","Violation","3","2.4.1",""
"aria_article_label_unique","pass","Each element with ""article"" role must have a unique label that describes its purpose","The element with ""article"" role has a unique label that describes its purpose","Pass","3","2.4.1",""
"aria_article_label_unique","fail_label_not_unique","Each element with ""article"" role must have a unique label that describes its purpose","Multiple elements with ""article"" role do not have unique labels","Violation","3","2.4.1",""
"aria_banner_label_unique","pass","Each element with ""banner"" role must have a unique label that describes its purpose","The element with ""banner"" role has a unique label that describes its purpose","Pass","3","2.4.1",""
"aria_banner_label_unique","fail_label_not_unique","Each element with ""banner"" role must have a unique label that describes its purpose","Multiple elements with ""banner"" role do not have unique labels","Violation","3","2.4.1",""
"aria_banner_single","Pass_0","A page, document, or application should only have one element with ""banner"" role","Rule Passed","Pass","3","2.4.1",""
"aria_banner_single","Fail_1","A page, document, or application should only have one element with ""banner"" role","Multiple elements with ""banner"" role found on the page","Violation","3","2.4.1",""
"aria_complementary_label_unique","pass","Each element with ""complementary"" role must have a unique label that describes its purpose","The element with ""complementary"" role has a unique label that describes its purpose","Pass","3","2.4.1",""
"aria_complementary_label_unique","fail_label_not_unique","Each element with ""complementary"" role must have a unique label that describes its purpose","Multiple elements with ""complementary"" role do not have unique labels","Violation","3","2.4.1",""
"aria_complementary_labelled","Pass_0","Each element with ""complementary"" role must have a label that describes its purpose","Rule Passed","Pass","3","2.4.1",""
"aria_complementary_labelled","Fail_1","Each element with ""complementary"" role must have a label that describes its purpose","Element with ""complementary"" role does not have a label","Violation","3","2.4.1",""
"aria_content_in_landmark","Pass_0","All content must reside within an element with a landmark role","Rule Passed","Pass | Pass","3 | 3","2.4.1 | 2.4.1",""
"aria_content_in_landmark","Fail_1","All content must reside within an element with a landmark role","Content is not within a landmark element","Violation | Rec","3 | 3","2.4.1 | 2.4.1",""
"aria_contentinfo_label_unique","pass","Each element with ""contentinfo"" role must have a unique label that describes its purpose","The element with ""contentinfo"" role has a unique label that describes its purpose","Pass","3","2.4.1",""
"aria_contentinfo_label_unique","fail_label_not_unique","Each element with ""contentinfo"" role must have a unique label that describes its purpose","Multiple elements with ""contentinfo"" role do not have unique labels","Violation","3","2.4.1",""
"aria_contentinfo_single","Pass_0","A page, document, or application should only have one element with ""contentinfo"" role","Rule Passed","Pass","3","2.4.1",""
"aria_contentinfo_single","Fail_1","A page, document, or application should only have one element with ""contentinfo"" role","Multiple elements with ""contentinfo"" role found on the page","Violation","3","2.4.1",""
"aria_document_label_unique","pass","Each element with ""document"" role must have a unique label that describes its purpose","The element with ""document"" role has a unique label that describes its purpose","Pass","3","2.4.1",""
"aria_document_label_unique","fail_label_not_unique","Each element with ""document"" role must have a unique label that describes its purpose","Multiple elements with ""document"" roles do not have unique labels","Violation","3","2.4.1",""
"aria_form_label_unique","pass","Each element with ""form"" role must have a unique label that describes its purpose","The element with ""form"" role has a unique label that describes its purpose","Pass","3","2.4.1",""
"aria_form_label_unique","fail_label_not_unique","Each element with ""form"" role must have a unique label that describes its purpose","Multiple elements with ""form"" role do not have unique labels","Violation","3","2.4.1",""
"aria_landmark_name_unique","pass","Each landmark should have a unique 'aria-labelledby' or 'aria-label' or be nested in a different parent region","Multiple elements with ""{0}"" landmarks within the same parent region are distinguished by unique 'aria-label' or 'aria-labelledby'","Pass | Pass","3 | 3","2.4.1 | 2.4.1",""
"aria_landmark_name_unique","fail_label_not_unique","Each landmark should have a unique 'aria-labelledby' or 'aria-label' or be nested in a different parent region","Multiple elements with ""{0}"" landmarks within the same parent region are not distinguished from one another because they have the same ""{1}"" label","Violation | Rec","3 | 3","2.4.1 | 2.4.1",""
"aria_main_label_unique","Pass_0","Each element with ""main"" role must have unique label that describes its purposes","Rule Passed","Pass","3","2.4.1",""
"aria_main_label_unique","Fail_1","Each element with ""main"" role must have unique label that describes its purposes","Multiple elements with ""main"" role do not have unique labels","Violation","3","2.4.1",""
"aria_navigation_label_unique","pass","Each element with ""navigation"" role must have a unique label that describes its purpose","The element with ""navigation"" role has a unique label that describes its purpose","Pass","3","2.4.1",""
"aria_navigation_label_unique","fail_label_not_unique","Each element with ""navigation"" role must have a unique label that describes its purpose","Multiple elements with ""navigation"" role do not have unique labels","Violation","3","2.4.1",""
"aria_region_label_unique","pass","Each element with ""region"" role must have a unique label that describes its purpose","The element with ""region"" role has a unique label that describes its purpose","Pass","3","2.4.1",""
"aria_region_label_unique","fail_label_not_unique","Each element with ""region"" role must have a unique label that describes its purpose","Multiple elements with ""region"" role do not have unique labels","Violation","3","2.4.1",""
"aria_region_labelled","Pass_0","Each element with ""region"" role must have a label that describes its purpose","Rule Passed","Pass","3","2.4.1",""
"aria_region_labelled","Fail_1","Each element with ""region"" role must have a label that describes its purpose","Element with ""region"" role does not have a label","Violation","3","2.4.1",""
"aria_toolbar_label_unique","Pass_0","Each element with ""toolbar"" role must have a unique label that describes its purpose","Rule Passed","Pass","1","2.4.1",""
"aria_toolbar_label_unique","Fail_1","Each element with ""toolbar"" role must have a unique label that describes its purpose","Multiple elements with ""toolbar"" roles do not have unique labels","Violation","1","2.4.1",""
"skip_main_exists","Pass_0","Pages must provide a way to skip directly to the main content","Rule Passed","Pass","3","2.4.1",""
"skip_main_exists","Fail_1","Pages must provide a way to skip directly to the main content","The page does not provide a way to quickly navigate to the main content (ARIA ""main"" landmark or a skip link)","Violation","3","2.4.1",""
"frame_src_valid","Pass_0","A <frame> containing non-HTML content must be made accessible","Rule Passed","Pass","3","2.4.1",""
"frame_src_valid","Potential_1","A <frame> containing non-HTML content must be made accessible","Verify <frame> content is accessible","Violation Potential","3","2.4.1",""
"html_skipnav_exists","Pass_0","Provide a way to bypass blocks of content that are repeated on multiple Web pages","Rule Passed","Pass","3","2.4.1",""
"html_skipnav_exists","Potential_1","Provide a way to bypass blocks of content that are repeated on multiple Web pages","Verify there is a way to bypass blocks of content that are repeated on multiple Web pages","Violation Potential","3","2.4.1",""
"skip_main_described","Pass_0","The description of a hyperlink used to skip content must communicate where it links to","Rule Passed","Pass","3","2.4.1",""
"skip_main_described","Potential_1","The description of a hyperlink used to skip content must communicate where it links to","Verify that if this hyperlink skips content, the description communicates where it links to","Violation Potential","3","2.4.1",""
"aria_complementary_label_visible","Pass_0","Each element with ""complementary"" role should have a visible label that describes its purpose","Rule Passed","Pass","3","2.4.1",""
"aria_complementary_label_visible","Fail_1","Each element with ""complementary"" role should have a visible label that describes its purpose","Element with ""complementary"" role does not have a visible label","Rec","3","2.4.1",""
"aria_contentinfo_misuse","Pass_0","Each element with ""contentinfo"" role is only permitted with an element with ""main"" role","Rule Passed","Pass","3","2.4.1",""
"aria_contentinfo_misuse","Fail_1","Each element with ""contentinfo"" role is only permitted with an element with ""main"" role","Element with ""contentinfo"" role is present without an element with ""main"" role","Rec","3","2.4.1",""
"aria_main_label_visible","Pass_0","Each element with ""main"" role should have a unique visible label that describes its purpose","Rule Passed","Pass","3","2.4.1",""
"aria_main_label_visible","Fail_1","Each element with ""main"" role should have a unique visible label that describes its purpose","Multiple elements with ""main"" role do not have unique visible labels","Rec","3","2.4.1",""
"page_title_exists","Pass_0","The page should have a title that correctly identifies the subject of the page","Rule Passed","Pass","1","2.4.2","2779a5:pass"
"page_title_exists","Fail_1","The page should have a title that correctly identifies the subject of the page","Missing <head> element so there can be no <title> element present","Violation","1","2.4.2","2779a5:pass"
"page_title_exists","Fail_2","The page should have a title that correctly identifies the subject of the page","Missing <title> element in <head> element","Violation","1","2.4.2","2779a5:fail"
"page_title_exists","Fail_3","The page should have a title that correctly identifies the subject of the page","The <title> element is empty (no innerHTML)","Violation","1","2.4.2","2779a5:fail"
"page_title_valid","Pass_0","Page <title> should be a descriptive title, rather than a filename","Rule Passed","Pass","1","2.4.2",""
"page_title_valid","Potential_2","Page <title> should be a descriptive title, rather than a filename","Verify that using the filename as the page <title> value is descriptive","Violation Potential","1","2.4.2",""
"widget_tabbable_single","pass","Components with a widget role must have no more than one tabbable element","Components with a widget role should have no more than one tabbable element","Pass","1","2.1.1,2.4.3",""
"widget_tabbable_single","potential_multiple_tabbable","Components with a widget role must have no more than one tabbable element","Component with ""{0}"" role has more than one tabbable element","Violation Potential","1","2.1.1,2.4.3",""
"img_alt_redundant","Pass_0","The text alternative for an image within a link should not repeat the link text or adjacent link text","Rule Passed","Pass","2","1.1.1,2.4.4",""
"img_alt_redundant","Fail_1","The text alternative for an image within a link should not repeat the link text or adjacent link text","Link text is repeated in an image 'alt' value within the same link","Violation","2","1.1.1,2.4.4",""
"img_alt_redundant","Fail_2","The text alternative for an image within a link should not repeat the link text or adjacent link text","Link text of previous link is repeated in image 'alt' value of a link","Violation","2","1.1.1,2.4.4",""
"img_alt_redundant","Fail_3","The text alternative for an image within a link should not repeat the link text or adjacent link text","Image 'alt' value within a link is repeated in link text of the link after","Violation","2","1.1.1,2.4.4",""
"a_text_purpose","pass","Hyperlinks must have an accessible name for their purpose","Hyperlink has a description of its purpose","Pass","2","2.4.4,4.1.2","c487ae:pass"
"a_text_purpose","fail_acc_name","Hyperlinks must have an accessible name for their purpose","Hyperlink has no link text, label or image with a text alternative","Violation","2","2.4.4,4.1.2","c487ae:fail"
"heading_content_exists","Pass_0","Heading elements must provide descriptive text","Heading element has descriptive text","Pass","1","2.4.6",""
"heading_content_exists","Fail_1","Heading elements must provide descriptive text","Heading element has no descriptive content","Rec","1","2.4.6",""
"element_tabbable_visible","pass","A tabbable element should be visible on the screen when it has keyboard focus","The tabbable element is visible on the screen","Pass","1","2.4.7",""
"element_tabbable_visible","potential_visible","A tabbable element should be visible on the screen when it has keyboard focus","Confirm the element should be tabbable and if so, it becomes visible when it has keyboard focus","Violation Potential","1","2.4.7",""
"script_focus_blur_review","Pass_0","Scripting must not remove focus from content that normally receives focus","Rule Passed","Pass","1","2.1.1,2.4.7,3.2.1",""
"script_focus_blur_review","Potential_1","Scripting must not remove focus from content that normally receives focus","Verify script does not remove focus from content that normally receives focus","Violation Potential","1","2.1.1,2.4.7,3.2.1",""
"style_focus_visible","potential_focus_not_visible","The keyboard focus indicator should be visible when default border or outline is modified by CSS","Check the keyboard focus indicator is visible when using CSS declaration for 'border' or 'outline'","Violation Potential","1","2.4.7",""
"style_focus_visible","pass_focus_visible","The keyboard focus indicator should be visible when default border or outline is modified by CSS","The keyboard focus indicator is visible or is not changed from the browser default","Pass","1","2.4.7",""
"element_tabbable_unobscured","pass","When an element receives focus, it is not entirely covered by other content","The element is not entirely covered by other content","Pass","3","2.4.11",""
"element_tabbable_unobscured","potential_obscured","When an element receives focus, it is not entirely covered by other content","Confirm that when the element receives focus, it is not covered or, if covered by user action, can be uncovered without moving focus","Violation Potential","3","2.4.11",""
"label_name_visible","Pass_0","Accessible name must match or contain the visible label text","Accessible name matches or contains the visible label text","Pass","2","2.5.3","2ee8b8:pass"
"label_name_visible","Fail_1","Accessible name must match or contain the visible label text","Accessible name does not match or contain the visible label text","Violation","2","2.5.3","2ee8b8:fail"
"input_label_visible","pass","An input element must have an associated visible label","The input element has an associated visible label","Pass","1","2.5.3,3.3.2",""
"input_label_visible","potential_placeholder_only","An input element must have an associated visible label","The ‘placeholder’ is the only visible label","Violation Potential","1","2.5.3,3.3.2",""
"input_label_visible","potential_no_label","An input element must have an associated visible label","The input element does not have an associated visible label","Violation Potential","1","2.5.3,3.3.2",""
"draggable_alternative_exists","pass_undraggable","A draggable element must have a ""single pointer"" alternative","The element ""{0}"" is not draggable","Pass","3","2.5.7",""
"draggable_alternative_exists","potential_alternative","A draggable element must have a ""single pointer"" alternative","Ensure the draggable element ""{0}"" has a ""single pointer"" alternative","Violation Potential","3","2.5.7",""
"target_spacing_sufficient","pass_spacing","The target must be sufficiently sized or spaced from other targets","The target's spacing from other targets is sufficient","Pass | Pass","3 | 3","2.5.8 | 2.5.8",""
"target_spacing_sufficient","pass_sized","The target must be sufficiently sized or spaced from other targets","The target’s size is more than 24 CSS pixels","Pass | Pass","3 | 3","2.5.8 | 2.5.8",""
"target_spacing_sufficient","pass_inline","The target must be sufficiently sized or spaced from other targets","The target is in a sentence or its size is otherwise constrained by the line-height of non-target text","Pass | Pass","3 | 3","2.5.8 | 2.5.8",""
"target_spacing_sufficient","pass_default","The target must be sufficiently sized or spaced from other targets","The target's size is determined by the user agent and is not modified by the author","Pass | Pass","3 | 3","2.5.8 | 2.5.8",""
"target_spacing_sufficient","violation_spacing","The target must be sufficiently sized or spaced from other targets","Undersized target ""{0}"" does not have sufficient spacing of 12 CSS pixels from another target ""{1}""","Violation | Rec","3 | 3","2.5.8 | 2.5.8",""
"target_spacing_sufficient","potential_overlap","The target must be sufficiently sized or spaced from other targets","Ensure the overlapped target ""{0}"" meets a minimum target size or has sufficient spacing from the overlapping target ""{1}""","Violation Potential | Rec Potential","3 | 3","2.5.8 | 2.5.8",""
"html_lang_exists","Pass_0","Page must identify the default language of the document with a 'lang' attribute","Page language detected as ""{0}""","Pass","1","3.1.1","b5c3f8:pass | 5b7ae0:pass"
"html_lang_exists","Fail_1","Page must identify the default language of the document with a 'lang' attribute","Page detected as XHTML 1.0, but has neither 'lang' nor 'xml:lang' attributes","Violation","1","3.1.1","b5c3f8:inapplicable | 5b7ae0:inapplicable"
"html_lang_exists","Fail_2","Page must identify the default language of the document with a 'lang' attribute","Page detected as XHTML, but does not have an 'xml:lang' attribute","Violation","1","3.1.1","b5c3f8:inapplicable | 5b7ae0:inapplicable"
"html_lang_exists","Fail_3","Page must identify the default language of the document with a 'lang' attribute","Page detected as HTML, but does not have a 'lang' attribute","Violation","1","3.1.1","b5c3f8:fail | 5b7ae0:inapplicable"
"html_lang_exists","Fail_4","Page must identify the default language of the document with a 'lang' attribute","Page detected with 'lang' and 'xml:lang' attributes and primary languages do not match: ""{0}"", ""{1}""","Violation","1","3.1.1","b5c3f8:inapplicable | 5b7ae0:fail"
"html_lang_exists","Fail_5","Page must identify the default language of the document with a 'lang' attribute","Page detected with 'lang' and 'xml:lang' attributes that do not match: ""{0}"", ""{1}""","Violation","1","3.1.1","b5c3f8:inapplicable | 5b7ae0:pass"
"html_lang_exists","Potential_5","Page must identify the default language of the document with a 'lang' attribute","Page detected as XHTML 1.0 with only a 'lang' attribute. Confirm that page is only delivered via text/html mime type","Violation Potential","1","3.1.1","b5c3f8:inapplicable | 5b7ae0:inapplicable"
"html_lang_exists","Potential_6","Page must identify the default language of the document with a 'lang' attribute","Page detected as XHTML 1.0 with only an 'xml:lang' attribute. Confirm that page is only delivered via xml mime type","Violation Potential","1","3.1.1","b5c3f8:inapplicable | 5b7ae0:inapplicable"
"html_lang_valid","Pass_0","The default human language of the page must be valid and specified in accordance with BCP 47","Lang has a valid primary lang and conforms to BCP 47","Pass","1","3.1.1","b5c3f8:pass | bf051a:pass"
"html_lang_valid","Fail_1","The default human language of the page must be valid and specified in accordance with BCP 47","Specified 'lang' attribute does not include a valid primary language","Violation","1","3.1.1","b5c3f8:fail | bf051a:fail"
"html_lang_valid","Fail_2","The default human language of the page must be valid and specified in accordance with BCP 47","Specified 'lang' attribute does not conform to BCP 47","Violation","1","3.1.1","b5c3f8:inapplicable | bf051a:pass"
